,Remittance-receiving country (across)                                                              -                                                 Remittance-sending country (down) ,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,HongKong,Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.",Korea,Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe,World
167,Singapore,0,0,0,0,0,0,0,0,0,0,41.10839495,0,0,0,0,192.3140149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.474299509,0,0,0,0,0,2638.928492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.31483263,0,0,806.3001185,379.488904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.406699891,0,0,0,1019.084436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.112367149,0,0,0,0,0,0,531.0107942,0,0,0,0,0,82.30838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.65823158,0,0,0,0,0,0,0,0,0,0,0,0,122.118883,0,0,0,0,0,0,0,0,0,0,0,0,0,33.83320368,0,0,0,0,0,0,0,0,0,0,5935.462052
168,Sint Maarten (Dutch part),0,0,0,0,0,0,0.194189956,0.002156336,0,0.613861692,0,0,0,0,0,0,0.072685953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037436303,0,0,0,0,0,1.011670633,0.396263445,0,0,0,0,0,0,0,2.489993639,0,0,0,0,0.457057253,13.10754755,0,0,0,0,0,0,0,0,0,0,1.081774226,0,0,0,0,0,0,0,0,0.003338789,0,0,0,0,1.029293476,4.246941208,0,0.001522607,0,0,3.603414686,0.11950985,0,0,0,0,0,0.058347965,4.60637214,0.055828731,0,0,0,0,0,0,0,0,0,0,0,2.788362865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013937555,0,0,0,0,0,0,0,0,0,0,1.022636927,0,0.002161662,0,0,0,0,0.005806847,0,0,0,0,0,0,0,0,0,0.004133307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024596525,0,1.939156395,0.25985115,0,0.034603518,0,0.003074498,0,0,0,0,0,0,0,0,0,0,0.075247761,0,0,0,0,0,0,0,0,0.045522059,0.638769679,0,0,0,0.016978328,0,0,0,0,0,0,40.06404551
169,Slovak Republic,0.013061345,0.051490398,0.072968769,0,0,0.000433268,0.011027364,0.042646548,0.21090628,0,1.062501264,14.06689059,0.009351249,0,0,0.017638252,0.001011064,0.098540934,12.3507289,0.00138532,0.007508753,0,0,0.024044248,0.376549777,0.001070339,0.081725619,0,1.519803375,0.010794276,0.002025022,0,0.00245229,0.004809831,0.482731271,0,0,0,0,0.003023418,3.882135644,0.065511301,0,5.55E-05,0,0.023978524,0.002367669,1.585968087,0,0,0.165277916,498.1158872,0.533434227,0,0.001856609,0.056105877,0.054995488,0.550192031,0.005296361,0,0,0.078246142,0.022323262,0.01183993,0,0.164086139,28.27364454,0.171755659,0,0.002829713,0.130633894,12.0161894,0.037732426,0.074857812,0,0.000955559,0,0.031284492,0.001742376,0.002834427,0.001153487,0,0.009913141,0,128.6749872,0.191520241,0.468075129,0.048707032,0.038761268,0.019088098,0.590669585,0,0.352659916,6.158951898,0.027623004,0.390801115,0.259156806,0.011743141,0.060562472,0.016913019,0,0.722827442,0,0.000666652,0.052311811,0.000481582,0.199975495,0.579679913,0.002673251,0.008349693,0,0,0.1712503,1.473108411,0,0.233979568,0.027687931,0.001626052,0.012165603,0,0,0.029048649,0,0,0.010085476,0.169486047,0.003429369,0.135152196,0,0.226474581,0.063420362,0.078468754,0.000610336,0.000714521,1.80E-05,0.016216436,0.632252706,0.1543156,0.017293295,0.017562706,0.001714025,1.050717881,0,0.66778745,0.004821906,0.1240196,0,0.04980476,0.000465441,0.003611432,0.084780361,0.078572806,7.614361595,0.144665757,0,0.038068422,5.22823712,1.428329915,0.001897136,0.000325261,0,0.000561195,0.02837775,0.043915198,3.789369919,0.013384138,0.000489033,0,0,0,0.447065402,0.006139711,0,0.023381194,0,4.509362995,0.011240613,0,0,0,0,0.000707817,0,0.000217251,1.143275161,2.344137309,0.071708345,0.020502973,0.002053721,0.25988274,0,0.001447801,0,0.001826402,0.238488184,0.064331874,0,0,0.00121027,0.032946782,11.02318735,0,4.289578609,4.75459632,0.00510566,0,0.00206629,0.007050139,6.486270554,0,0.014509386,0.057607154,0.002384974,0,775.1743185
170,Slovenia,0.001401337,0.208353258,0.058530652,0,0,9.80E-05,0,2.755102306,0.020107,0.005349751,8.742628512,49.99156502,0.002097888,0,0,0.016262573,0.00204147,0.128869037,10.61014642,0.002812766,0.001550725,0,0,0.031629365,132.9231239,0.002160925,0.256647227,0,2.011849989,0.026102439,0.001765817,0.004989658,0.001437099,0.017635743,2.60083787,0,0,0,0,0.008805401,8.631326359,0.132393584,0,2.91E-05,0,0.02017555,0.000970876,169.4554337,0,0,0.067309741,4.012600202,0.382373207,0,0.000626629,1.088219063,0.03425559,0.74998756,0,0,0,0.093788093,0.016650355,0,0.000749261,0.153988531,48.67984016,0,0,0.058671643,0.062947374,61.5389113,0.160864083,0.055162156,0,0,0,0.0127082,0.004232324,0.013229902,0.002342473,0.03253916,0.045606603,0,5.478238508,0.10566634,0.89021429,0.121183274,0.08823856,0.042379515,0.068241672,0,0.189107491,30.30852645,0.040037144,0.454073677,0.571081146,0.006323915,0.164672294,0,0,0.073709377,59.08996894,0.000271599,0.011926569,0.000490532,0.172294512,0.355005828,0,0.014575982,0,0,0.149370196,2.037799969,0,8.666746855,0.036742743,0.000483957,0.01226754,0,0.025461933,0.025175496,0,0,0.013075512,0.185102363,0,1.022138172,0,0.017630498,3.285626892,0.06419724,0.001059068,0.000981426,7.31E-05,0.055697595,0.854319093,0,0.021616619,0.009949664,0,1.108875683,0,0.136460914,0.003214604,0.113107361,0,0.023436611,0.000638513,0.003661872,0.163671922,0.749580118,1.074911306,0.154664516,0,0.076136844,0.629522361,1.308542938,0.017668486,0,0,0,0.026275694,0.049786308,96.62182185,0,0.002796583,0,0,3.384871055,0,0.02536311,0,0.068188608,0,6.74764681,0.083383529,0,0,0,0,0.001654649,0,0,5.337967828,15.61479353,0.025570208,0.007009154,0.004227178,2.146651536,0,0.007523035,0,0.001841046,0.246992272,0.063388337,0,0,0,0.018948066,2.386040041,0,1.82963659,2.65223786,0.00446185,0,0,0.037668193,0.045410161,0,0.002382956,0.040943563,0.001018037,0,763.7241722
171,Solomon Islands,0,0,0.059890329,0,0,0,0,0,0,0,1.794539537,0,0,0,0,0.216172698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015202309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.04007965,62.8625711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761992339,1.948692934,0,0,0.021988983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005376695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098733978,0,0,0,0,0,0,0.125376389,0,0,0,0,0,0,0.411249781,0,0,0,0,0,0.254097153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162445186,0,0,0,0,0,0,0,0.105050905,0.148839537,0,0,0.484582199,0,0.221572718,0,0,0,0,0,97.73845442
172,Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004575084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809375948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003339827,0,0,0,0,0,0,0,0,0,0,0,0.005352134,0,0,0.822648125
173,South Africa,0.003394281,0.060865057,0.225815995,0,0,0.786547739,0,1.134533858,0,0,15.46483139,14.96500745,0,0,0,28.11190734,0.026227272,0.059970298,144.5794471,0,0.101356138,6.523456004,0,0.101717188,0.158950252,23.9417342,3.920355333,0,4.277573662,0,1.055828384,0,0,1.333624666,3.029385019,0,0,0,0,0.049823168,125.0353945,0.473715128,0.178815409,0.103435647,0,0,0.234406919,1.200489861,0,13.86587507,5.554593242,6.203387669,11.72139103,0,0,0,0,13.51400532,0,0,0,0.179846637,18.20098032,0,0.007845149,0.883540751,91.43450785,0,0,0,0,122.6852937,19.32549029,1.536959025,0,0,0,0.344248644,0.006534153,0.0281989,0.014119865,0,0,0.603459996,0,0.10566634,171.3180358,2.175170778,0.342933859,0.05514137,9.02154907,0,8.410172354,74.31585854,0.234374841,4.797548927,0.233377958,0,45.30603323,0,0,2.915086986,0,0.001037015,0.041647978,0.002541696,1.395651331,5.439207548,330.6062065,0.923445062,0,0,0.621770153,0.491036137,0,0.046373222,0.456990338,11.00998943,0.726777623,0.144023796,0.204265593,0.462841807,0,0,11.52724395,0.499744656,0,0,0,0,0,2.033783976,54.59568458,0.036956714,2.085000076,0.245271777,27.93793166,0,1.576932341,0.169381667,0.023801678,297.0527154,0,2.264670481,0.049826366,31.64702248,0,0.130429565,0.006964978,0.053001742,0.247368502,6.034588096,14.99541128,107.763589,0,0,1.137118195,2.000482166,2.629541194,0,0,0,0.456146055,9.037582475,6.084236281,1.444256317,0.071022139,0,4.450860999,1.024968822,0,0.018289631,0,0,0,8.805556104,3.26156484,0.044304526,0,0,0,0.105517114,0,17.6604111,1.368709699,5.555336864,0.039066012,0,16.90412743,4.705866941,0,0,0,0.006209767,0.265614499,0.392044457,0,0,0,15.87431533,3.690725375,0,267.5821628,34.2454968,0.026103695,0,0,0.08138592,0.387376431,0,0.043681134,0.120975371,10.3833715,0,2335.935391
174,South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131830401,0,0,0,0,0,0,0,0,0,0,0,0,0,17.13928586,0,0,0,0,3.308865277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.114758628,0,0,0,0,0,0,0,0,0,0,0,17.53042222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219533886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.62519705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.02103971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.7389072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.8298402
175,Spain,0,1.625197937,64.34869293,0,0,0.093340045,0,148.9891313,19.32998579,0,22.84796025,52.61558115,0,0,0,21.77179026,0,2.175019566,844.3861897,0,0.314247438,0,0,271.4432502,2.179524286,0,187.9972073,0,191.0655652,4.601226678,0,5.553058357,0,4.267473843,5.761249948,0,0,0,0,10.3386414,1026.432223,731.1989761,0,0.01149982,0,13.23524887,1.600496276,3.91147573,0,0,0.675603587,53.13765486,57.47871816,0,0.257110732,594.8662272,992.4950121,18.63534806,24.49295631,0,0,4.075994112,3.232887879,0,0,33.0797657,2722.874898,0,0,57.96714902,22.89123801,942.8703281,50.65997908,1.348536815,0,0,0,46.58376347,3.763860226,9.221850974,0,0,184.9264388,0,72.22744957,8.611806703,166.2715972,4.073689174,4.162087624,0.72796184,12.9189068,0,6.667316825,308.0707739,0,20.86505763,10.90079891,0.109404035,5.451979654,0,0,8.801635449,0,0,0,0,13.95996328,27.03767472,0,2.433812906,0,0,42.62192812,35.4528091,0,0.278030685,0,0,0,0,64.27554621,0.586880474,0,0,0,94.11178939,0,30.81902996,0,0,0,1754.365441,0,0,0,8.96891612,72.37808327,0,0.469080628,36.60300683,0,705.9440082,0,53.93109511,0,250.8367693,0,14.4389299,0,63.15850699,386.5446206,183.171924,124.2249359,283.5002449,0,0,805.6372642,40.42682088,0,0,0,0,0.729413276,272.2455415,9.396459145,0,0.271781498,0,0,27.15732056,2.562090199,0,0,2.2977206,0,0,0,0,0,0,0,0,0,0,178.7776405,239.2401216,2.073262814,0,0,10.76969071,0,0.74944343,0,0,7.451449841,1.342576203,0,0,0,0,94.2419353,0,335.8127254,76.41669894,27.00501405,0,0,68.63071152,6.295767099,0,0,0,0,0,16553.13452
176,Sri Lanka,0,0,0,0,0,0,0,0,0,0,1.673230337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.569322897,0,0,0,0,0,0,0,0,0,0,0,0.113295765,0,0,0,0,0,0,0,0,0,0,0,0,0,4.794226682,0,0,0,0,0.676912003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150.987319,0,0,0,0,0,0,0.087521948,0,0.279143654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148094851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009111042,0,0,0,0,0,0,0,0,0,0.020323966,0,0.758651993,0,0,0,0,0,0,0,0,0,0,0,0.008397826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.859834945,0.199501048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33091035,0.29974629,0,0,0,0,0,0,0.00090485,0,0,0,1163.81645
177,St. Kitts and Nevis,0,0,0,0,0,0,0.076762282,0,0,0,0.008366152,0,0,0,0,0.013533658,0.071597308,0,0.03703367,0,0,0.915572772,0,0.00275034,0,0,0.141651537,0,0,0,0,0,0.000670741,0,0.083739098,0,0,0,0,0,0.05792016,0,0,0,0,0,0,0,0,0.087881069,0.002092126,0,0,0,0.056031396,1.896363851,0,0.004345726,0,0,0,0,0,0,0,0,0.061464445,0,0,0,0,0.092124119,0.01813433,0.000630289,0,0.015948183,0,0,0,0,0.470238566,0.034002225,0.004771095,0,0,0,0.208057319,0.009939819,0.000747508,0,0.004549445,0,0.002555507,0.019449322,0.365672215,0,0,0,0.003400614,0,0,0,0,0,0,0,0,0.017251535,0,0,0,0,0.002100575,0,0,0,0,0,0,0,0,0.003873153,0,0,0.001419229,0.003925239,0,0,0,0,0,0,0,0,0,0,0.007072178,0,0,0,0,0.25432978,0,0,0,0,0,0,0,0,0,0.004515728,0,0.004133307,0,0,0,0.00305847,0,0,0,0,0.002102056,0,0,0,0.000456622,0,0.166803036,0,0,0,0,0.004412108,0,0.008198842,0,0,0.039688635,0,0.061051088,0,2.93E-05,0,0,0.007673117,0.000800504,0,0.003907465,0.005809119,0,0,0,0.062097667,0,0,0,0,0,0.017228803,0,0,0.275758625,2.342155491,0,0,0,0.004080958,0.00785866,0,0,0,0,0,8.079788177
178,St. Lucia,0,0,0,0,0,0,0.039977848,0,0,0.008679898,0.071112289,0,0,0,0,0,0.693149333,0,0,0.001193292,0,0.801126176,0,0,0,0,0.016329144,0,0,0,0,0,0,0,0.24038047,0,0,0,0,0,0.260648786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059506985,0.157043048,0,0,0,0,0,0,0.002472207,0,0,0,0.872795114,0,0,0,0,0.284383149,0.057699482,0,0,0.065964605,0,0.021496815,0,0,0.930027665,0,0,0,0,0,0.417117874,0,0,0,0,0,0,0.055106412,0.304087993,0.093047885,0,0,0,0,0,0,0,0,0,0,0,0.079637007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018717028,0,0,0,0,0,0,0,0,0,0,0.028288712,0,0.000540415,0,0,0.202985379,0,0,0,0.048723787,0,0.089073849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008057853,0,0,0,0.079378942,0,0,0.183403503,0,0.000221526,0,0,0,0.009768598,0,0,0,0,0,0,0.271038051,0,0,0,0,0,0,0,0,0.808891966,1.302345948,0,0,0,0.023640672,0,0,0,0,0,0,8.608059706
179,St. Martin (French part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,St. Vincent and the Grenadines,0,0,0,0,0,0,0.027241543,0,0,0,0,0,0,0,0,0,0.594797063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429532315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04628842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465135324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332028647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1379768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25839095,0,0,0,0,0,0,0,0,0.780002967,1.430513327,0,0,0,0,0,0,0,0,0,0,5.501907357
181,Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000552093,0,0,0,0,0,0,0,0,0,6.217559573,0,0,0.002299703,0,0,0,0,0,0,0,0,0,0,0,0,0,53.60436678,0,0,0,0,29.83486224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137664,0,0,0,0,0,0,0,4.45342189,0,0,0.000793401,0,0,0,0,0,0,0,0,6.041257158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.066613365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.2480701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001263222,0,0,0,0,0,0.002424555,0,0,0,0,2.550966828,0,0,0,0,0,0,0,0,0,0,0.001498048,0,0,0,318.0260866
182,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.741695184,0,0,0,0,0,0,0,0,0,0,0,0,0,24.40867274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.80009836,0,0,0,0,0,0,0,0,0,0,0,0,0,5.866049167,1.067392488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.16133503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762802627,0,0,0,0,0,0,0,0,0,0,97.80804558
183,Swaziland,0,0,0,0,0,0.001826012,0,0,0,0,0.179872261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016901334,0,0,0,0,0.029687589,0,0,0,0.015762654,0,0,0,0,0,0,0,0,0.000447568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013351769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002531107,0,0,0,0,0,0,0,0,0,0.166936947,0.050813957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993306917,0,0,0,0,0,0.010808309,0,0,0.014821688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064993666,0,0,0,0,0,0,0,0.001858475,0,0,0,0,0,0,8.231902646,0,0,0.056393767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099239486,0,0,0,0.415510374,0,0,0,0,0,0,0,0,0,0,10.36696653
184,Sweden,3.080687113,1.619938039,3.277112735,0,0,0.020177618,0.003112001,1.74783684,4.575120693,0,15.68150837,31.16707861,1.481951858,0,0,14.43404708,0.123394466,1.606352164,42.02388136,0.024727405,0.077974516,1.602252352,0.012703723,6.822455583,65.79870191,0.061251817,10.76265051,0,9.723562636,0.396158155,1.2857964,0.512898798,0.236348545,1.107660012,3.436977528,0,0,0,0,5.029055586,176.3903378,23.93414237,0.016181284,0.026594904,0,1.721491048,0.488125696,17.129505,0,0,1.446344104,9.56514337,203.9229359,1.502336828,0.014903079,2.712178337,5.246757671,26.13360598,8.329613849,0,0,26.3047359,17.66698489,0,0.02572798,413.6171794,108.141758,0,0,16.33668345,2.817381593,196.6122383,8.96674111,4.824854464,0,0.021670179,0,5.611134002,0.179678834,0.240777248,0.082463212,0.29406309,2.113517438,0.304013909,130.3778825,34.36797706,102.0595197,5.125191456,54.68500122,58.37800015,1.770492274,0,6.568188732,31.0542105,0.718857449,11.99685965,18.97646922,0.132280283,14.05467107,0.016306283,0,26.28056243,30.43403504,0.02251803,3.057002459,0.054117722,23.36294656,238.7516523,0.078598269,3.566377884,0,0,21.44573449,7.193679409,0,2.731530799,0.209519511,0.023333258,1.348778444,0.065817493,0.423639721,0.317169009,0.002595519,0,0.27479332,4.880543658,0.00080479,1.337044642,0,7.876318464,1.116529971,20.91239529,0.087368805,0.43841304,0.002429296,2.794646886,13.83459445,0,0.598693413,1.68686157,0.093990035,84.87741518,0,123.4622857,0.086369609,41.07065724,0.000837845,0.988586318,0.006067773,0.157356486,15.18786289,58.47138623,136.3616915,7.217831314,0,2.074729007,24.28937211,11.9661264,0.60267859,0.009621372,0,0.007439617,2.659100272,3.820457607,20.73585005,0.152787591,0.25110339,0,0,5.024905804,2.445106085,0.030752781,0,2.217447138,0,73.06347164,28.14155785,0,0.020017694,0,0.008208337,0.337599199,0.000238218,0.007029875,0,12.7719036,19.4556499,1.140735639,4.123430534,233.7940054,0.011915702,0.648745301,0.049891583,0.113460184,14.19629503,17.52553164,0,0,0,16.88374649,7.882109626,0,20.83997832,39.29777219,0.791513391,0,0.002505896,0.460889055,74.3906735,0,1.096554951,2.969125036,0.109530185,0,3510.37203
