year,id,wrkstat,wrkslf,wrkgvt,marital,sibs,childs,age,educ,degree,sex,race,polviews,partyid,mobile16,born,income06,rincom06,region,size,vote08_coded,pres08,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natchld,natsci,natenrgy,eqwlth,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,spkmslm,colmslm,libmslm,cappun,gunlaw,courts,grass,relig,fund,attend,reliten,postlife,pray,bible,affrmact,wrkwayup,closeblk,closewht,happy,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,obey,popular,thnkself,workhard,helpoth,union,getahead,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,spanking,owngun,news,tvhours,fechld,fepresch,fefam,racdif1,racdif2,racdif3,racdif4,helppoor,helpnot,helpsick,helpblk,intintl,intfarm,inteduc,intsci,intecon,inttech,intmed,intspace,intenvir,intmil,hispanic,uscitzn,ethnic,fucitzn,vetyears,wordsum,hhtype1,dateintv,cohort,zodiac,inthisp,intrace1,intrace2,intrace3,feeused,feelevel,lngthinv,intage,intethn,mode,intsex,intyrs,wtss,social_trust,con_govt,social_connect,abortion,abortion_3,authoritarianism,femrole,reborn_r,savesoul_r,god_r,science_quiz,educ_4,educ_2,kids,age_5,evangelical,intethn_2,closeblk2,closewht2,obey2,fund2,attend3,homosex2,reliten2,affrmact2,racial_liberal3,social_cons3,spend3,mslm_lib,mslm_spk,mslm_col,rincom06_5,egalit_scale,race_2,white_traits,black_traits,int_info_scale,femrole2,tolerance,militarist_tol,egalit_scale3,black,voted08,partyid_3,hispanic_2,wtssall,attend7,egalit_scale4,tolerance4,spanking2,age_3,tvhours5,attend2,pornlaw2,south,divlaw2,age.f,mslm_spk.high,mslm_spk.yes,grass.legal,age2,relig2,dem,science_quiz.f
2012,1764,KEEPING HOUSE,SOMEONE ELSE,PRIVATE,Widowed,2,4,62,9th grade,<HS,Female,White,ExtrmLib,Ind,DIFFERENT STATE,YES,$10000 TO 12499,NA,W. SOU. CENTRAL,7,Did not vote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About right,Too little,About right,About right,Too little,About right,Too little,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OPPOSE,NA,NOT HARSH ENOUGH,LEGAL,NONE,LIBERAL,Never,NO RELIGION,NO,ONCE A WEEK,INSPIRED WORD,OPPOSE PREF,DISAGREE SOMEWHAT,NA,NA,NOT TOO HAPPY,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,A GREAT DEAL,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,3RD IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,MORE DIFFICULT,ALWAYS WRONG,ALWAYS WRONG,NA,NA,ILLEGAL TO ALL,DISAGREE,NA,FEW TIMES A WEEK,3,AGREE,DISAGREE,DISAGREE,YES,NO,YES,NO,Agree both,3,Agree both,3,Moderately interested,Moderately interested,Moderately interested,Not at all interested,Not at all interested,Not at all interested,Moderately interested,Not at all interested,Moderately interested,Moderately interested,NOT HISPANIC,NA,IRELAND,NA,NONE,5,SINGLE ADULT,522,1950,PISCES,NOT HISPANIC,White,NA,NA,"YES, MONEY",20,80,56,BLACK,IN-PERSON,FEMALE,8,0.4118981299507,0,1,2,NA,NA,1,6,No,No,No,NA,<HS,0-12 yrs,Yes,60-,Low,Black,NA,NA,Less important,No,Low,NA,Not strong,Oppose,Mod,Liberal,Mod,NA,NA,NA,NA,22,White,0,0,6,NonTrad,NA,NA,Middle,No,Did not vote,Ind,No,0.4118981299507,Never/<1yr,MedHigh,NA,Disapprove,61+,3,Low,Illegal to all,South,More difficult,62,NA,NA,100,>=31,NA,0,NA
2012,1765,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Married,3,3,61,6th grade,<HS,Female,White,Conserv,IndRep,SAME CITY,YES,$35000 TO 39999,$17500 TO 19999,W. SOU. CENTRAL,7,Did not vote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About right,Too little,Too much,About right,About right,Too much,Too much,NA,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,NOT ALLOWED,FIRED,REMOVE,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,Not allowed,Not allowed,Remove,FAVOR,FAVOR,NOT HARSH ENOUGH,NA,PROTESTANT,FUNDAMENTALIST,<Once/yr,NOT VERY STRONG,YES,ONCE A WEEK,WORD OF GOD,OPPOSE PREF,DISAGREE SOMEWHAT,5,4,NOT TOO HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUCK OR HELP,YES,YES,YES,YES,YES,YES,YES,EASIER,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,NA,STRONGLY AGREE,NO,NEVER,10,AGREE,AGREE,AGREE,NO,NA,YES,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,NA,NA,NONE,1,"MARRIED COUPLE, NO CHILDREN",519,1951,PISCES,NOT HISPANIC,White,NA,NA,"YES, MONEY",20,105,56,BLACK,IN-PERSON,FEMALE,8,0.8237962599014,NA,NA,4,7,6-7,NA,4,No,Yes,No,NA,<HS,0-12 yrs,Yes,60-,Mod,Black,Less close,Less close,NA,Yes,Low,Yes,Not strong,Oppose,Conserv,Mod,Conserv,No,No,No,MedLow,NA,White,1,0,NA,Traditional,6,Low,NA,No,Did not vote,Ind,No,0.8237962599014,Never/<1yr,NA,Low,Approve,61+,5 or more,Low,NA,South,Same/easier,61,0,0,NA,>=31,Protestant,0,NA
2012,1766,RETIRED,SOMEONE ELSE,PRIVATE,Married,4,1,75,12th grade,HS,Female,White,Moderate,IndDem,SAME CITY,YES,$30000 TO 34999,NA,W. SOU. CENTRAL,7,Voted,McCain,About right,About right,About right,NA,Too little,Too little,Too little,Too little,About right,NA,About right,Too little,Too little,NA,About right,Too little,About right,Too little,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ABOUT RIGHT,NOT LEGAL,PROTESTANT,FUNDAMENTALIST,>Once/wk,STRONG,YES,SEVERAL TIMES A DAY,WORD OF GOD,NA,AGREE SOMEWHAT,NA,NA,VERY HAPPY,ONLY SOME,HARDLY ANY,A GREAT DEAL,ONLY SOME,ONLY SOME,NA,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,NA,ONLY SOME,ONLY SOME,LEAST IMPORTANT,4TH IMPORTANT,3RD IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,MORE DIFFICULT,ALWAYS WRONG,ALWAYS WRONG,NA,NA,ILLEGAL TO ALL,AGREE,NA,EVERYDAY,2,AGREE,DISAGREE,DISAGREE,NO,NO,YES,NO,Agree both,3,Agree both,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,ENGLAND & WALES,NA,NONE,6,"MARRIED COUPLE, NO CHILDREN",517,1937,TAURUS,NOT HISPANIC,White,NA,NA,"YES, MONEY",20,84,56,BLACK,IN-PERSON,FEMALE,8,0.8237962599014,2,3,7,NA,NA,2,6,Yes,Yes,Yes,NA,HS,0-12 yrs,Yes,60-,High,Black,NA,NA,Less important,Yes,High,NA,Strong,NA,Mod,Mod,Liberal,NA,NA,NA,NA,18,White,-1,-1,NA,NonTrad,NA,NA,Middle,No,Voted,Ind,No,0.8237962599014,Ev wk or more,MedLow,NA,Approve,61+,2,High,Illegal to all,South,More difficult,75,NA,NA,0,>=31,Protestant,0,NA
2012,1767,WORKING PART TIME,SELF-EMPLOYED,NA,Married,1,2,65,2 years,HS,Male,White,Moderate,WkDem,DIFFERENT STATE,YES,NA,$40000 TO 49999,W. SOU. CENTRAL,1,Voted,Obama,Too much,Too little,Too little,Too much,Too little,Too little,Too little,Too little,Too much,NA,Too much,About right,Too little,NA,About right,Too little,NA,Too little,NA,ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,FIRED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,NOT ALLOWED,REMOVE,Not allowed,Not allowed,Remove,FAVOR,OPPOSE,NOT HARSH ENOUGH,NA,NONE,LIBERAL,Never,NO RELIGION,YES,SEVERAL TIMES A DAY,WORD OF GOD,STRONGLY OPPOSE PREF,AGREE STRONGLY,9,9,VERY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARD WORK,NO,NO,NO,NO,NO,NO,NO,MORE DIFFICULT,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,NA,STRONGLY AGREE,YES,ONCE A WEEK,4,DISAGREE,STRONGLY DISAGREE,AGREE,YES,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,GERMANY,NA,2 TO 4 YEARS,5,"MARRIED COUPLE, NO CHILDREN",419,1947,GEMINI,NOT HISPANIC,Black or African,NA,NA,"YES, MONEY",20,108,56,BLACK,IN-PERSON,FEMALE,8,0.8237962599014,NA,NA,6,0,0-2,NA,5,Yes,Yes,Yes,NA,Some Coll,13+ yrs,Yes,60-,High,Black,More close,More close,NA,No,Low,Yes,Not strong,Oppose,Liberal,Conserv,Liberal,No,No,No,MedHigh,NA,White,-1,0,NA,Traditional,4,Low,NA,No,Voted,Dem,No,0.8237962599014,Never/<1yr,NA,Low,Approve,61+,4,Low,NA,South,More difficult,65,0,0,NA,>=31,NA,1,NA
2012,1768,RETIRED,SOMEONE ELSE,GOVERNMENT,Married,4,3,70,1 yr coll,HS,Female,White,Conserv,StrRep,NA,YES,$90000 TO $109999,NA,W. SOU. CENTRAL,1,Voted,McCain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About right,NA,About right,About right,About right,Too little,Too little,NA,ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,NOT ALLOWED,FIRED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,Not allowed,Remove,OPPOSE,OPPOSE,NOT HARSH ENOUGH,NA,PROTESTANT,LIBERAL,Once/mo,STRONG,YES,SEVERAL TIMES A DAY,WORD OF GOD,OPPOSE PREF,NEITHER AGREE NOR DISAGREE,5,7,VERY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARD WORK,YES,NO,YES,NO,YES,NO,NO,EASIER,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,NA,AGREE,YES,EVERYDAY,4,AGREE,DISAGREE,DISAGREE,NO,NO,NO,YES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,SCOTLAND,NA,NONE,8,SINGLE ADULT,805,1942,LEO,NOT HISPANIC,White,NA,NA,"YES, MONEY",75,75,56,BLACK,OVER THE PHONE,FEMALE,8,1.7479752420003,NA,NA,6,3,3-5,NA,6,Yes,Yes,Yes,NA,Some Coll,13+ yrs,Yes,60-,High,Black,Less close,More close,NA,No,Moderate,Yes,Strong,Oppose,Conserv,Mod,Conserv,No,No,No,NA,NA,White,0,-1,NA,NonTrad,7,Low,NA,No,Voted,Rep,No,1.7479752420003,Once/mnth,NA,Low,Approve,61+,4,High,NA,South,Same/easier,70,0,0,NA,>=31,Protestant,0,NA
2012,1769,RETIRED,SELF-EMPLOYED,NA,Widowed,1,4,78,10th grade,<HS,Male,White,Moderate,IndDem,DIFFERENT STATE,YES,$6 000 TO 6 999,NA,W. SOU. CENTRAL,0,Did not vote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About right,Too little,NA,NA,Too little,Too little,Too little,4,ALLOWED,ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,NOT FIRED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,ALLOWED,REMOVE,Not allowed,Not allowed,Remove,FAVOR,FAVOR,NOT HARSH ENOUGH,NA,NONE,LIBERAL,Never,NO RELIGION,NA,NEVER,BOOK OF FABLES,NA,NA,5,5,PRETTY HAPPY,HARDLY ANY,HARDLY ANY,HARDLY ANY,ONLY SOME,A GREAT DEAL,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,HARDLY ANY,A GREAT DEAL,HARDLY ANY,A GREAT DEAL,3RD IMPORTANT,LEAST IMPORTANT,4TH IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,BOTH EQUALLY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALWAYS WRONG,ALWAYS WRONG,ILLEGAL TO ALL,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree both,3,Agree both,3,Not at all interested,Not at all interested,Not at all interested,Very interested,Moderately interested,Not at all interested,Not at all interested,Not at all interested,Very interested,Not at all interested,NOT HISPANIC,NA,IRELAND,NA,NONE,NA,SINGLE ADULT,412,1934,TAURUS,NOT HISPANIC,Black or African,NA,NA,"YES, MONEY",20,67,56,BLACK,IN-PERSON,FEMALE,8,0.4118981299507,1,2,NA,NA,NA,4,NA,No,No,No,7,<HS,0-12 yrs,Yes,60-,Low,Black,Less close,Less close,Less important,No,Low,Yes,Not strong,NA,Conserv,Conserv,Mod,No,No,No,NA,18,White,NA,NA,5,NA,5,Low,Middle,No,Did not vote,Ind,No,0.4118981299507,Never/<1yr,MedLow,Low,NA,61+,NA,Low,Illegal to all,South,NA,78,0,0,NA,>=31,NA,0,7
2012,1770,KEEPING HOUSE,SELF-EMPLOYED,NA,Married,1,2,35,12th grade,HS,Female,White,SlghtCons,IndRep,SAME CITY,YES,$110000 TO $129999,NA,W. SOU. CENTRAL,0,Voted,McCain,Too much,About right,Too little,About right,Too little,Too little,About right,About right,About right,Too much,Too much,Too little,Too little,About right,Too little,Too little,Too much,About right,NA,NOT ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,FIRED,REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,Not allowed,Not allowed,Remove,FAVOR,FAVOR,NOT HARSH ENOUGH,NA,PROTESTANT,FUNDAMENTALIST,>Once/wk,STRONG,NO,SEVERAL TIMES A DAY,WORD OF GOD,STRONGLY OPPOSE PREF,AGREE STRONGLY,7,8,VERY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARD WORK,NO,NO,NO,NO,NO,NO,NO,MORE DIFFICULT,ALMST ALWAYS WRG,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,NA,STRONGLY AGREE,YES,NEVER,1,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,IRELAND,NA,NONE,6,"MARRIED COUPLE, NO CHILDREN",418,1977,CAPRICORN,NOT HISPANIC,Black or African,NA,NA,"YES, MONEY",20,102,56,BLACK,IN-PERSON,FEMALE,8,0.8237962599014,NA,NA,8,0,0-2,NA,6,Yes,Yes,Yes,NA,HS,0-12 yrs,Yes,31-40,High,Black,More close,More close,NA,Yes,High,Yes,Strong,Oppose,Conserv,Conserv,Liberal,No,No,No,NA,NA,White,-1,-1,NA,NonTrad,7,Middle,NA,No,Voted,Ind,No,0.8237962599014,Ev wk or more,NA,Low,Approve,18-40,0-1,High,NA,South,More difficult,35,0,0,NA,>=31,Protestant,0,NA
2012,1771,RETIRED,SOMEONE ELSE,GOVERNMENT,Married,1,2,70,3 years,Junior Coll,Male,White,Conserv,StrRep,DIFFERENT STATE,YES,$75000 TO $89999,NA,W. SOU. CENTRAL,0,Voted,McCain,Too little,About right,About right,NA,Too little,Too little,About right,NA,About right,Too much,Too much,About right,About right,Too little,About right,NA,Too little,Too little,7,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed","Yes, allowed",Not remove,FAVOR,OPPOSE,NOT HARSH ENOUGH,NA,CATHOLIC,MODERATE,Sev times/yr,NOT VERY STRONG,YES,ONCE A DAY,INSPIRED WORD,NA,NA,7,7,PRETTY HAPPY,ONLY SOME,A GREAT DEAL,A GREAT DEAL,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,A GREAT DEAL,HARDLY ANY,A GREAT DEAL,3RD IMPORTANT,LEAST IMPORTANT,4TH IMPORTANT,2ND IMPORTANT,MOST IMPORTANT,NEITHER BELONGS,BOTH EQUALLY,YES,NO,YES,NO,YES,NO,NO,NA,NA,NA,ALWAYS WRONG,NOT WRONG AT ALL,ILLEGAL UNDER 18,NA,YES,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,Moderately interested,Moderately interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Moderately interested,NOT HISPANIC,NA,IRELAND,NA,MORE THAN 4 YRS,NA,"MARRIED COUPLE, NO CHILDREN",413,1942,PISCES,NOT HISPANIC,Black or African,NA,NA,"YES, MONEY",20,120,56,BLACK,IN-PERSON,FEMALE,8,0.8237962599014,2,2,NA,3,3-5,4,NA,Yes,No,Yes,7,Some Coll,13+ yrs,Yes,60-,Mod,Black,More close,More close,Less important,No,Moderate,No,Not strong,NA,Conserv,Mod,Mod,Yes,Yes,Yes,NA,3,White,NA,NA,15,NA,14,High,Less egal,No,Voted,Rep,No,0.8237962599014,Svrl times/yr,Low,MedHigh,NA,61+,NA,Low,Not illegal to all,South,NA,70,1,100,NA,>=31,Catholic,0,7
2012,1772,KEEPING HOUSE,SOMEONE ELSE,PRIVATE,Married,2,4,32,1 yr coll,HS,Female,White,Moderate,WkRep,"SAME ST, DIF CITY",YES,$50000 TO 59999,$8 000 TO 9 999,W. SOU. CENTRAL,0,Did not vote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too much,About right,About right,About right,About right,Too little,Too much,NA,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT FIRED,REMOVE,ALLOWED,ALLOWED,REMOVE,ALLOWED,ALLOWED,REMOVE,Not allowed,Not allowed,Remove,FAVOR,FAVOR,NOT HARSH ENOUGH,NA,PROTESTANT,FUNDAMENTALIST,Nrly evry wk,STRONG,NO,SEVERAL TIMES A DAY,INSPIRED WORD,NA,NEITHER AGREE NOR DISAGREE,8,8,VERY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARD WORK,YES,NO,YES,NO,YES,NO,NO,STAY SAME,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,NA,AGREE,NO,LESS THAN ONCE WK,1,STRONGLY AGREE,DISAGREE,AGREE,NO,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,ITALY,NA,NONE,5,"MARRIED COUPLE, NO CHILDREN",511,1980,VIRGO,NOT HISPANIC,Black or African,NA,NA,"YES, MONEY",20,123,56,BLACK,OVER THE PHONE,FEMALE,8,0.8237962599014,NA,NA,2,3,3-5,NA,6,Yes,Yes,Yes,NA,Some Coll,13+ yrs,Yes,31-40,High,Black,More close,More close,NA,Yes,High,Yes,Strong,NA,Conserv,Conserv,Conserv,No,No,No,Low,NA,White,2,2,NA,NonTrad,4,Middle,NA,No,Did not vote,Rep,No,0.8237962599014,Nrly ev wk,NA,Low,Approve,18-40,0-1,High,NA,South,Same/easier,32,0,0,NA,>=31,Protestant,0,NA
2012,1773,RETIRED,SOMEONE ELSE,PRIVATE,Married,1,5,78,12th grade,HS,Male,White,SlghtCons,StrRep,DIFFERENT STATE,YES,NA,NA,W. SOU. CENTRAL,0,Voted,McCain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too much,About right,About right,Too little,Too much,About right,Too much,7,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,NOT ALLOWED,FIRED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,Not allowed,Not allowed,Not remove,FAVOR,OPPOSE,NOT HARSH ENOUGH,NOT LEGAL,PROTESTANT,FUNDAMENTALIST,Every wk,STRONG,YES,SEVERAL TIMES A WEEK,INSPIRED WORD,NA,NA,6,6,VERY HAPPY,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,HARDLY ANY,HARDLY ANY,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,A GREAT DEAL,3RD IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,4TH IMPORTANT,NEITHER BELONGS,BOTH EQUALLY,YES,NO,YES,NO,YES,NO,NO,NA,NA,NA,ALMST ALWAYS WRG,ALWAYS WRONG,ILLEGAL UNDER 18,NA,YES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree both,3,Agree both,3,Moderately interested,Not at all interested,Moderately interested,Moderately interested,Very interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Very interested,NOT HISPANIC,NA,ENGLAND & WALES,NA,NONE,NA,"MARRIED COUPLE, NO CHILDREN",418,1934,ARIES,NOT HISPANIC,Black or African,NA,NA,"YES, MONEY",20,120,56,BLACK,IN-PERSON,FEMALE,8,0.8237962599014,1,1,NA,3,3-5,2,NA,Yes,Yes,Yes,NA,HS,0-12 yrs,Yes,60-,High,Black,More close,More close,Less important,Yes,High,Yes,Strong,NA,Conserv,Conserv,Conserv,Yes,No,No,NA,7,White,NA,NA,11,NA,3,Low,Less egal,No,Voted,Rep,No,0.8237962599014,Ev wk or more,Low,Low,NA,61+,NA,High,Not illegal to all,South,NA,78,0,0,0,>=31,Protestant,0,NA
2012,1774,RETIRED,SOMEONE ELSE,GOVERNMENT,Widowed,10,6,86,12th grade,HS,Female,White,Moderate,Ind,"SAME ST, DIF CITY",YES,$20000 TO 22499,NA,W. SOU. CENTRAL,1,Did not vote,NA,Too much,About right,About right,About right,Too little,Too little,Too much,NA,Too little,Too much,About right,Too little,Too little,About right,About right,About right,About right,NA,NA,ALLOWED,NOT ALLOWED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,NA,NOT ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,NOT ALLOWED,NA,ALLOWED,NOT ALLOWED,REMOVE,Not allowed,Not allowed,Remove,FAVOR,FAVOR,NOT HARSH ENOUGH,NA,PROTESTANT,FUNDAMENTALIST,Nrly evry wk,STRONG,YES,SEVERAL TIMES A DAY,WORD OF GOD,STRONGLY OPPOSE PREF,NEITHER AGREE NOR DISAGREE,5,5,VERY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARD WORK,NO,NO,YES,NO,YES,NO,NO,MORE DIFFICULT,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,NA,AGREE,NO,ONCE A WEEK,6,DISAGREE,AGREE,STRONGLY AGREE,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,AMERICAN INDIAN,NA,NONE,5,SINGLE ADULT,327,1926,SAGITTARIUS,NOT HISPANIC,Black or African,NA,NA,"YES, MONEY",20,103,56,BLACK,IN-PERSON,FEMALE,8,0.4118981299507,NA,NA,0,2,0-2,NA,2,Yes,Yes,Yes,NA,HS,0-12 yrs,Yes,60-,High,Black,Less close,Less close,NA,Yes,High,Yes,Strong,Oppose,Conserv,Conserv,Mod,No,No,No,NA,NA,White,2,0,NA,Traditional,NA,NA,NA,No,Did not vote,Ind,No,0.4118981299507,Nrly ev wk,NA,NA,Approve,61+,5 or more,High,NA,South,More difficult,86,0,0,NA,>=31,Protestant,0,NA
2012,1775,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Married,0,1,59,12th grade,HS,Male,White,Moderate,WkDem,SAME CITY,YES,$75000 TO $89999,$30000 TO 34999,W. SOU. CENTRAL,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About right,Too little,NA,About right,NA,About right,Too little,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAVOR,NA,NOT HARSH ENOUGH,LEGAL,PROTESTANT,LIBERAL,Never,NOT VERY STRONG,YES,NEVER,INSPIRED WORD,NA,DISAGREE SOMEWHAT,NA,NA,VERY HAPPY,ONLY SOME,ONLY SOME,NA,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,A GREAT DEAL,ONLY SOME,A GREAT DEAL,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,3RD IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,MORE DIFFICULT,NOT WRONG AT ALL,ALWAYS WRONG,NA,NA,ILLEGAL UNDER 18,STRONGLY AGREE,NA,FEW TIMES A WEEK,5,AGREE,DISAGREE,DISAGREE,YES,NO,YES,NO,Govt,3,Agree both,3,Very interested,Not at all interested,Not at all interested,Very interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Very interested,NOT HISPANIC,NA,GERMANY,NA,2 TO 4 YEARS,7,"MARRIED COUPLE, NO CHILDREN",422,1953,VIRGO,NOT HISPANIC,Black or African,NA,NA,"YES, MONEY",20,115,56,BLACK,IN-PERSON,FEMALE,8,0.8237962599014,0,3,2,NA,NA,1,6,No,No,No,8,HS,0-12 yrs,Yes,51-60,Low,Black,NA,NA,Less important,No,Low,NA,Not strong,NA,Mod,Liberal,Conserv,NA,NA,NA,Mid,30,White,-1,0,15,NonTrad,NA,NA,More egal,No,NA,Dem,No,0.8237962599014,Never/<1yr,High,NA,Approve,41-60,5 or more,Low,Not illegal to all,South,More difficult,59,NA,NA,100,>=31,Protestant,1,8
