,year,id,wrkstat,wrkslf,wrkgvt,marital,sibs,childs,age,educ,degree,sex,race,polviews,partyid,mobile16,born,income06,rincom06,region,size,vote08_coded,pres08,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natchld,natsci,natenrgy,eqwlth,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,spkmslm,colmslm,libmslm,cappun,gunlaw,courts,grass,relig,fund,attend,reliten,postlife,pray,bible,affrmact,wrkwayup,closeblk,closewht,happy,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,obey,popular,thnkself,workhard,helpoth,union,getahead,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,spanking,owngun,news,tvhours,fechld,fepresch,fefam,racdif1,racdif2,racdif3,racdif4,helppoor,helpnot,helpsick,helpblk,intintl,intfarm,inteduc,intsci,intecon,inttech,intmed,intspace,intenvir,intmil,hispanic,uscitzn,ethnic,fucitzn,vetyears,wordsum,hhtype1,dateintv,cohort,zodiac,inthisp,intrace1,intrace2,intrace3,feeused,feelevel,lngthinv,intage,intethn,mode,intsex,intyrs,wtss,social_trust,con_govt,social_connect,abortion,abortion_3,authoritarianism,femrole,reborn_r,savesoul_r,god_r,science_quiz,educ_4,educ_2,kids,age_5,evangelical,intethn_2,closeblk2,closewht2,obey2,fund2,attend3,homosex2,reliten2,affrmact2,racial_liberal3,social_cons3,spend3,mslm_lib,mslm_spk,mslm_col,rincom06_5,egalit_scale,race_2,white_traits,black_traits,int_info_scale,femrole2,tolerance,militarist_tol,egalit_scale3,black,voted08,partyid_3,hispanic_2,wtssall,attend7,egalit_scale4,tolerance4,spanking2,age_3,tvhours5,attend2,pornlaw2,south,divlaw2,age.f,mslm_spk.high,mslm_spk.yes,grass.legal,age2,relig2,dem,science_quiz.f
1574,2012,1575.0,WORKING FULL TIME,SELF-EMPLOYED,,Married,2.0,0.0,65.0,1 yr coll,HS,Female,White,Conserv,StrRep,DIFFERENT STATE,NO,$90000 TO $109999,$35000 TO 39999,MOUNTAIN,88,Voted,McCain,Too little,Too much,Too much,Too little,Too little,Too little,Too little,Too little,Too little,Too much,Too much,About right,Too little,Too much,Too little,Too much,Too little,Too much,7.0,,,,,,,,,,,,,,,,,,,FAVOR,,NOT HARSH ENOUGH,NOT LEGAL,PROTESTANT,LIBERAL,Never,NOT VERY STRONG,,ONCE A WEEK,BOOK OF FABLES,STRONGLY OPPOSE PREF,AGREE STRONGLY,,,VERY HAPPY,HARDLY ANY,HARDLY ANY,ONLY SOME,HARDLY ANY,HARDLY ANY,HARDLY ANY,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,HARDLY ANY,A GREAT DEAL,2ND IMPORTANT,LEAST IMPORTANT,3RD IMPORTANT,MOST IMPORTANT,4TH IMPORTANT,NEITHER BELONGS,,,,,,,,,EASIER,NOT WRONG AT ALL,ALWAYS WRONG,,,ILLEGAL TO ALL,AGREE,,EVERYDAY,2.0,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE,NO,NO,NO,YES,Help selves,5.0,Help selves,5.0,,,,,,,,,,,NOT HISPANIC,A U.S. Citizen,,,NONE,5.0,"MARRIED COUPLE, NO CHILDREN",518,1947.0,SAGITTARIUS,NOT HISPANIC,White,,,NO,,133,54,WHITE,IN-PERSON,FEMALE,0,0.8237962599014,2.0,1.0,3.0,,,4.0,8.0,No,No,No,,Some Coll,13+ yrs,No,60-,Low,White,,,More important,No,Low,,Not strong,Oppose,Mod,Conserv,Liberal,,,,Mid,1.0,White,,,,NonTrad,,,Less egal,No,Voted,Rep,No,0.8237962599014,Never/<1yr,Low,,Approve,61+,2,Low,Illegal to all,Nonsouth,Same/easier,65.0,,,0.0,>=31,Protestant,0.0,
1575,2012,1576.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Separated,4.0,2.0,35.0,2 years,HS,Male,Other,Moderate,IndRep,SAME CITY,YES,$40000 TO 49999,,MOUNTAIN,88,Voted,Obama,Too little,Too little,Too little,About right,Too little,About right,Too little,Too little,Too little,Too much,Too much,Too little,Too little,Too little,Too little,Too little,About right,Too little,2.0,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed",Not allowed,Not remove,FAVOR,FAVOR,NOT HARSH ENOUGH,LEGAL,NONE,LIBERAL,Never,NO RELIGION,NO,SEVERAL TIMES A DAY,BOOK OF FABLES,,,9.0,9.0,NOT TOO HAPPY,HARDLY ANY,ONLY SOME,HARDLY ANY,HARDLY ANY,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,A GREAT DEAL,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,3RD IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,HARD WORK,YES,NO,YES,NO,YES,NO,NO,,,,ALWAYS WRONG,NOT WRONG AT ALL,ILLEGAL TO ALL,,NO,,,,,,,,,,Agree both,2.0,2,3.0,Moderately interested,Moderately interested,Very interested,Moderately interested,Moderately interested,Moderately interested,Very interested,Moderately interested,Very interested,Very interested,SPANISH,,SPAIN,,NONE,,SINGLE PARENT,627,1977.0,CANCER,NOT HISPANIC,White,,,,,91,54,WHITE,IN-PERSON,FEMALE,0,0.8739876210001999,0.0,1.0,,3.0,3-5,1.0,,No,No,Yes,,Some Coll,13+ yrs,Yes,31-40,Low,White,More close,More close,Less important,No,Low,No,Not strong,,Mod,Conserv,Liberal,Yes,Yes,No,,26.0,,,,14.0,,14.0,High,Middle,,Voted,Ind,Yes,0.8739876210001999,Never/<1yr,MedHigh,MedHigh,,18-40,,Low,Illegal to all,Nonsouth,,35.0,1.0,100.0,100.0,>=31,,0.0,
1576,2012,1577.0,RETIRED,SOMEONE ELSE,PRIVATE,Never married,3.0,0.0,62.0,12th grade,HS,Male,White,,WkDem,DIFFERENT STATE,YES,,,MOUNTAIN,88,Did not vote,,Too much,Too little,Too little,Too little,Too little,Too little,Too little,Too little,Too much,Too much,Too much,Too little,Too little,Too little,Too little,Too little,Too little,Too little,7.0,,,,,,,,,,,,,,,,,,,FAVOR,,NOT HARSH ENOUGH,NOT LEGAL,NONE,LIBERAL,Never,NO RELIGION,YES,NEVER,WORD OF GOD,STRONGLY OPPOSE PREF,NEITHER AGREE NOR DISAGREE,,,PRETTY HAPPY,HARDLY ANY,HARDLY ANY,HARDLY ANY,HARDLY ANY,HARDLY ANY,HARDLY ANY,HARDLY ANY,HARDLY ANY,ONLY SOME,,ONLY SOME,HARDLY ANY,A GREAT DEAL,2ND IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,4TH IMPORTANT,3RD IMPORTANT,NEITHER BELONGS,,,,,,,,,,ALWAYS WRONG,ALWAYS WRONG,,,ILLEGAL UNDER 18,AGREE,,NEVER,13.0,DISAGREE,DISAGREE,DISAGREE,YES,YES,,YES,Help selves,5.0,Help selves,5.0,,,,,,,,,,,NOT HISPANIC,,,,NONE,1.0,SINGLE ADULT,514,1950.0,PISCES,NOT HISPANIC,White,,,NO,,134,54,WHITE,IN-PERSON,FEMALE,0,0.4118981299507,1.0,,0.0,,,3.0,5.0,Yes,No,Yes,,HS,0-12 yrs,No,60-,Mod,White,,,More important,No,Low,,Not strong,Oppose,Liberal,Mod,Liberal,,,,,1.0,White,1.0,0.0,,Traditional,,,Less egal,No,Did not vote,Dem,No,0.4118981299507,Never/<1yr,Low,,Approve,61+,5 or more,Low,Not illegal to all,Nonsouth,,62.0,,,0.0,>=31,,1.0,
1577,2012,1578.0,RETIRED,SOMEONE ELSE,PRIVATE,Widowed,2.0,2.0,88.0,1 yr coll,HS,Female,White,Conserv,StrRep,DIFFERENT STATE,YES,$7 000 TO 7 999,,MOUNTAIN,88,Voted,McCain,,,,,,,,,,,,Too little,Too little,Too much,About right,Too little,Too little,Too little,6.0,ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,FIRED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,ALLOWED,REMOVE,Not allowed,Not allowed,Remove,OPPOSE,OPPOSE,NOT HARSH ENOUGH,LEGAL,PROTESTANT,MODERATE,Never,STRONG,YES,SEVERAL TIMES A DAY,WORD OF GOD,,,5.0,9.0,VERY HAPPY,A GREAT DEAL,A GREAT DEAL,ONLY SOME,ONLY SOME,HARDLY ANY,HARDLY ANY,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,A GREAT DEAL,HARDLY ANY,A GREAT DEAL,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,3RD IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,HARD WORK,YES,NO,YES,NO,YES,NO,NO,,,,ALWAYS WRONG,ALWAYS WRONG,ILLEGAL TO ALL,,NO,,,,,,,,,,2,4.0,Agree both,5.0,Moderately interested,Moderately interested,Very interested,Very interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,NOT HISPANIC,,GERMANY,,NONE,,SINGLE ADULT,401,1924.0,CANCER,NOT HISPANIC,White,,,NO,,89,37,WHITE,IN-PERSON,FEMALE,0,0.4118981299507,3.0,1.0,,3.0,3-5,1.0,,No,Yes,Yes,5.0,Some Coll,13+ yrs,Yes,60-,Mod,White,Less close,More close,Less important,No,Low,Yes,Strong,,Conserv,Conserv,Mod,No,No,No,,17.0,White,,,16.0,,4.0,Low,Middle,No,Voted,Rep,No,0.4118981299507,Never/<1yr,MedLow,Low,,61+,,Low,Illegal to all,Nonsouth,,88.0,0.0,0.0,100.0,>=31,Protestant,0.0,5.0
1578,2012,1579.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Married,6.0,1.0,37.0,5 years,Bachelor deg,Male,White,Conserv,IndRep,SAME CITY,YES,$150000 OR OVER,$1 000 TO 2 999,MOUNTAIN,6,Voted,McCain,Too much,Too little,About right,About right,About right,About right,Too little,About right,About right,Too much,About right,Too little,About right,Too little,Too little,About right,Too little,Too little,,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed",Not allowed,Not remove,FAVOR,FAVOR,NOT HARSH ENOUGH,,PROTESTANT,FUNDAMENTALIST,Every wk,STRONG,YES,ONCE A DAY,WORD OF GOD,STRONGLY OPPOSE PREF,AGREE SOMEWHAT,7.0,7.0,PRETTY HAPPY,,,,,,,,,,,,,,,,,,,,LUCK OR HELP,YES,YES,YES,YES,YES,YES,YES,MORE DIFFICULT,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,SOMETIMES WRONG,,AGREE,YES,LESS THAN ONCE WK,2.0,DISAGREE,DISAGREE,DISAGREE,NO,NO,YES,NO,,,,,,,,,,,,,,,NOT HISPANIC,,NETHERLANDS,,MORE THAN 4 YRS,7.0,MARRIED COUPLE W CHILDREN,506,1975.0,AQUARIUS,NOT HISPANIC,White,,,NO,,90,46,WHITE,IN-PERSON,FEMALE,0,1.235694389852,,,6.0,7.0,6-7,,5.0,Yes,Yes,Yes,,Coll+,13+ yrs,Yes,31-40,High,White,More close,More close,,Yes,High,No,Strong,Oppose,Conserv,Liberal,Mod,Yes,Yes,No,Low,,White,2.0,1.0,,Traditional,12.0,High,,No,Voted,Ind,No,1.235694389852,Ev wk or more,,MedHigh,Approve,18-40,2,High,,Nonsouth,More difficult,37.0,1.0,100.0,,>=31,Protestant,0.0,
1579,2012,1580.0,KEEPING HOUSE,SOMEONE ELSE,PRIVATE,Married,5.0,3.0,46.0,5 years,Bachelor deg,Female,White,ExtrmCons,WkRep,DIFFERENT STATE,YES,$150000 OR OVER,,MOUNTAIN,6,Voted,McCain,,,,,,,,,,,,About right,About right,About right,About right,About right,About right,About right,,ALLOWED,ALLOWED,REMOVE,ALLOWED,ALLOWED,REMOVE,ALLOWED,FIRED,REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,Not allowed,Remove,OPPOSE,OPPOSE,NOT HARSH ENOUGH,,CATHOLIC,MODERATE,Every wk,STRONG,YES,SEVERAL TIMES A DAY,INSPIRED WORD,OPPOSE PREF,NEITHER AGREE NOR DISAGREE,5.0,5.0,VERY HAPPY,,,,,,,,,,,,,,,,,,,,HARD WORK,NO,NO,NO,NO,NO,NO,NO,MORE DIFFICULT,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,,AGREE,YES,ONCE A WEEK,2.0,AGREE,DISAGREE,DISAGREE,NO,NO,NO,YES,,,,,,,,,,,,,,,NOT HISPANIC,,GERMANY,,NONE,4.0,"MARRIED COUPLE, NO CHILDREN",806,1966.0,VIRGO,NOT HISPANIC,White,,,"YES, MONEY",75.0,95,48,WHITE,OVER THE PHONE,FEMALE,12,1.7479752420003,,,5.0,0.0,0-2,,6.0,Yes,Yes,Yes,,Coll+,13+ yrs,Yes,41-50,High,White,Less close,Less close,,No,High,Yes,Strong,Oppose,Conserv,Mod,Conserv,No,No,No,,,White,0.0,0.0,,NonTrad,12.0,High,,No,Voted,Rep,No,1.7479752420003,Ev wk or more,,MedHigh,Approve,41-60,2,High,,Nonsouth,More difficult,46.0,0.0,0.0,,>=31,Catholic,0.0,
1580,2012,1581.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Married,4.0,3.0,55.0,8 years,Bachelor deg,Female,White,SlghtCons,WkRep,DIFFERENT STATE,YES,$90000 TO $109999,$40000 TO 49999,MOUNTAIN,416,Voted,McCain,,,,,,,,,,,,About right,About right,About right,About right,Too little,,Too little,4.0,,,,,,,,,,,,,,,,,,,FAVOR,,ABOUT RIGHT,NOT LEGAL,PROTESTANT,MODERATE,Every wk,STRONG,YES,ONCE A DAY,INSPIRED WORD,OPPOSE PREF,AGREE SOMEWHAT,,,VERY HAPPY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,3RD IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,,,,,,,,,STAY SAME,,ALWAYS WRONG,,,ILLEGAL UNDER 18,AGREE,,LESS THAN ONCE WK,3.0,STRONGLY AGREE,DISAGREE,DISAGREE,NO,NO,NO,NO,Agree both,3.0,Agree both,4.0,Not at all interested,Not at all interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Not at all interested,Moderately interested,Moderately interested,NOT HISPANIC,,,,NONE,8.0,MARRIED COUPLE W CHILDREN,703,1957.0,ARIES,NOT HISPANIC,White,,,"YES, MONEY",75.0,113,46,WHITE,OVER THE PHONE,FEMALE,0,2.6219628630005,3.0,3.0,7.0,,,1.0,7.0,No,Yes,Yes,,Coll+,13+ yrs,Yes,51-60,Mod,White,,,Less important,No,High,,Strong,Oppose,Conserv,Mod,Conserv,,,,MedHigh,18.0,White,0.0,0.0,7.0,NonTrad,,,Middle,No,Voted,Rep,No,2.6219628630005,Ev wk or more,MedLow,,Approve,41-60,3,High,Not illegal to all,Nonsouth,Same/easier,55.0,,,0.0,>=31,Protestant,0.0,
1581,2012,1582.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Divorced,1.0,1.0,48.0,8 years,Graduate deg,Female,White,SlghtCons,Ind,DIFFERENT STATE,YES,$150000 OR OVER,$150000 OR OVER,MOUNTAIN,416,Voted,Obama,,,,,,,,,,,,Too much,About right,About right,About right,Too little,About right,About right,6.0,ALLOWED,ALLOWED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,Not allowed,Not remove,FAVOR,FAVOR,NOT HARSH ENOUGH,LEGAL,NONE,LIBERAL,Once/yr,NO RELIGION,,LT ONCE A WEEK,BOOK OF FABLES,,,9.0,9.0,VERY HAPPY,HARDLY ANY,HARDLY ANY,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,A GREAT DEAL,A GREAT DEAL,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,A GREAT DEAL,LEAST IMPORTANT,4TH IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,3RD IMPORTANT,NEITHER BELONGS,HARD WORK,,YES,YES,YES,YES,YES,YES,,,,ALMST ALWAYS WRG,NOT WRONG AT ALL,ILLEGAL UNDER 18,,NO,,,,,,,,,,Agree both,3.0,2,4.0,Very interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Very interested,Moderately interested,Very interested,Very interested,NOT HISPANIC,,AMERICAN INDIAN,,NONE,,SINGLE PARENT,729,1964.0,,NOT HISPANIC,White,,,"YES, MONEY",75.0,88,48,WHITE,OVER THE PHONE,FEMALE,12,0.8739876210001999,3.0,4.0,,,,0.0,,No,Yes,No,8.0,Coll+,13+ yrs,Yes,41-50,Mod,White,More close,More close,Less important,No,Low,No,Not strong,,Conserv,Liberal,Conserv,Yes,No,No,High,10.0,White,,,18.0,,11.0,Middle,Less egal,No,Voted,Ind,No,0.8739876210001999,Once/yr,Low,MedLow,,41-60,,Low,Not illegal to all,Nonsouth,,48.0,0.0,0.0,100.0,>=31,,0.0,8.0
1582,2012,1583.0,KEEPING HOUSE,SOMEONE ELSE,PRIVATE,Divorced,2.0,4.0,36.0,2 years,HS,Female,White,Moderate,WkRep,DIFFERENT STATE,YES,$22500 TO 24999,,MOUNTAIN,416,Voted,McCain,,,,,,,,,,,,About right,Too little,About right,About right,Too little,Too little,Too little,,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed","Yes, allowed",Not remove,FAVOR,FAVOR,TOO HARSH,,CHRISTIAN,MODERATE,Once/yr,NOT VERY STRONG,YES,SEVERAL TIMES A WEEK,INSPIRED WORD,OPPOSE PREF,AGREE SOMEWHAT,5.0,6.0,PRETTY HAPPY,,,,,,,,,,,,,,,,,,,,HARD WORK,YES,YES,YES,YES,YES,YES,YES,STAY SAME,NOT WRONG AT ALL,ALWAYS WRONG,ALWAYS WRONG,NOT WRONG AT ALL,,,NO,LESS THAN ONCE WK,1.0,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NO,NO,YES,YES,,,,,,,,,,,,,,,NOT HISPANIC,,SCOTLAND,,NONE,7.0,SINGLE PARENT,502,1976.0,TAURUS,NOT HISPANIC,White,,,"YES, MONEY",50.0,105,46,WHITE,IN-PERSON,FEMALE,0,0.4118981299507,,,5.0,7.0,6-7,,9.0,No,No,Yes,,Some Coll,13+ yrs,Yes,31-40,Low,White,Less close,More close,,No,Low,No,Not strong,Oppose,Conserv,Liberal,Mod,Yes,Yes,Yes,,,White,0.0,0.0,,NonTrad,14.0,High,,No,Voted,Rep,No,0.4118981299507,Once/yr,,MedHigh,,18-40,0-1,Low,,Nonsouth,Same/easier,36.0,1.0,100.0,,>=31,,0.0,
1583,2012,1584.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Never married,4.0,0.0,25.0,12th grade,HS,Male,White,Moderate,IndRep,SAME CITY,YES,$60000 TO 74999,$12500 TO 14999,MOUNTAIN,416,Voted,Obama,,,,,,,,,,,,About right,Too little,About right,About right,Too little,About right,Too little,2.0,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,FIRED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed",Not allowed,Not remove,FAVOR,OPPOSE,TOO HARSH,LEGAL,NONE,LIBERAL,<Once/yr,NO RELIGION,NO,LT ONCE A WEEK,INSPIRED WORD,,,8.0,9.0,VERY HAPPY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,A GREAT DEAL,ONLY SOME,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,2ND IMPORTANT,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,3RD IMPORTANT,NEITHER BELONGS,LUCK OR HELP,YES,YES,YES,YES,YES,YES,YES,,,,ALMST ALWAYS WRG,NOT WRONG AT ALL,ILLEGAL UNDER 18,,NO,,,,,,,,,,4,2.0,Govt,4.0,Moderately interested,Moderately interested,Moderately interested,Very interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Very interested,NOT HISPANIC,,AUSTRIA,,NONE,,"NON-FAMILY, NO CHILDREN",417,1987.0,LIBRA,NOT HISPANIC,White,,,"YES, MONEY",20.0,78,62,WHITE,IN-PERSON,FEMALE,6,0.8237962599014,1.0,4.0,,7.0,6-7,6.0,,Yes,Yes,Yes,,HS,0-12 yrs,No,18-30,High,White,More close,More close,More important,No,Low,No,Not strong,,Conserv,Liberal,Mod,Yes,Yes,No,MedLow,19.0,White,,,16.0,,12.0,Middle,Middle,No,Voted,Ind,No,0.8237962599014,Never/<1yr,MedLow,MedHigh,,18-40,,Low,Not illegal to all,Nonsouth,,25.0,1.0,100.0,100.0,<=30,,0.0,
1584,2012,1585.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Married,1.0,0.0,37.0,6 years,Graduate deg,Male,Other,Liberal,IndRep,DIFFERENT STATE,NO,$90000 TO $109999,$40000 TO 49999,MOUNTAIN,416,,,Too much,Too little,Too little,About right,Too little,Too little,About right,About right,Too much,About right,Too little,About right,About right,Too little,About right,About right,About right,Too little,3.0,,,,,,,,,,,,,,,,,,,FAVOR,,TOO HARSH,NOT LEGAL,NONE,LIBERAL,Never,NO RELIGION,YES,LT ONCE A WEEK,INSPIRED WORD,OPPOSE PREF,NEITHER AGREE NOR DISAGREE,,,PRETTY HAPPY,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,HARDLY ANY,ONLY SOME,HARDLY ANY,HARDLY ANY,HARDLY ANY,A GREAT DEAL,A GREAT DEAL,HARDLY ANY,ONLY SOME,4TH IMPORTANT,3RD IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,,,,,,,,,MORE DIFFICULT,SOMETIMES WRONG,ALWAYS WRONG,,,ILLEGAL UNDER 18,STRONGLY AGREE,,EVERYDAY,2.0,AGREE,AGREE,AGREE,NO,YES,YES,YES,4,2.0,Agree both,4.0,,,,,,,,,,,NOT HISPANIC,Not a U.S. Citizen,CHINA,Planning to apply for U.S. citizenship,NONE,3.0,"MARRIED COUPLE, NO CHILDREN",502,1975.0,CANCER,NOT HISPANIC,White,,,"YES, MONEY",20.0,105,46,WHITE,IN-PERSON,FEMALE,0,0.8237962599014,3.0,2.0,2.0,,,4.0,4.0,Yes,No,No,,Coll+,13+ yrs,No,31-40,Mod,White,,,Less important,No,Low,,Not strong,Oppose,Conserv,Mod,Liberal,,,,MedHigh,15.0,,3.0,-1.0,,Traditional,,,Middle,,,Ind,No,0.8237962599014,Never/<1yr,MedLow,,Approve,18-40,2,Low,Not illegal to all,Nonsouth,More difficult,37.0,,,0.0,>=31,,0.0,
1585,2012,1586.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Married,3.0,4.0,59.0,8th grade,<HS,Female,White,Moderate,IndRep,DIFFERENT STATE,YES,$75000 TO $89999,$40000 TO 49999,MOUNTAIN,416,,,,,,,,,,,,,,Too little,,Too little,About right,Too much,Too much,Too little,5.0,,,,,,,,,,,,,,,,,,,OPPOSE,,,NOT LEGAL,PROTESTANT,MODERATE,2-3 times /mo,STRONG,YES,SEVERAL TIMES A DAY,INSPIRED WORD,STRONGLY OPPOSE PREF,AGREE SOMEWHAT,,,PRETTY HAPPY,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,3RD IMPORTANT,4TH IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,LEAST IMPORTANT,NEITHER BELONGS,,,,,,,,,MORE DIFFICULT,ALWAYS WRONG,ALWAYS WRONG,,,ILLEGAL TO ALL,AGREE,,FEW TIMES A WEEK,1.0,DISAGREE,AGREE,DISAGREE,YES,NO,NO,NO,Agree both,5.0,Govt,5.0,Moderately interested,Not at all interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,NOT HISPANIC,,NETHERLANDS,,NONE,10.0,"MARRIED COUPLE, NO CHILDREN",810,1953.0,LEO,NOT HISPANIC,Black or African,,,"YES, MONEY",75.0,115,56,BLACK,OVER THE PHONE,FEMALE,11,1.7479752420003,2.0,1.0,7.0,,,2.0,4.0,Yes,Yes,Yes,7.0,<HS,0-12 yrs,Yes,51-60,High,Black,,,Less important,No,Moderate,,Strong,Oppose,Mod,Mod,Conserv,,,,MedHigh,14.0,White,0.0,0.0,9.0,Traditional,,,Less egal,No,,Ind,No,1.7479752420003,2-3 times/mnth,MedLow,,Approve,41-60,0-1,High,Illegal to all,Nonsouth,More difficult,59.0,,,0.0,>=31,Protestant,0.0,7.0
